Country,WEO_Country_Code,ISO,Date,Gross_domestic_product__constant,Gross_domestic_product__current,Gross_domestic_product_per_capit,Inflation__average_consumer_pric,Inflation__end_of_period_consume,Unemployment_rate,General_government_net_lending_b,Current_account_balance
Afghanistan,512,AFG,1980 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1981 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1982 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1983 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1984 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1985 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1986 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1987 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1988 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1989 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1990 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1991 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1992 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1993 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1994 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1995 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1996 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1997 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1998 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,1999 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,2000 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,2001 ,n/a,n/a,n/a,n/a,n/a,Not available,n/a,n/a
Afghanistan,512,AFG,2002 ,n/a,18.835,n/a,n/a,n/a,Not available,-0.098,33.908
Afghanistan,512,AFG,2003 ,8.692,20.852,4.398,35.663,6.53,Not available,-2.102,29.616
Afghanistan,512,AFG,2004 ,0.671,21.557,-3.112,16.358,13.266,Not available,-2.393,37.216
Afghanistan,512,AFG,2005 ,11.83,24.858,8.042,10.569,10.562,Not available,-0.965,30.226
Afghanistan,512,AFG,2006 ,5.361,26.983,2.194,6.785,4.285,Not available,0.643,20.844
Afghanistan,512,AFG,2007 ,13.34,31.404,9.143,8.681,16.092,Not available,-2.492,63.39
Afghanistan,512,AFG,2008 ,3.863,33.252,1.286,26.419,18.814,Not available,-3.882,33.769
Afghanistan,512,AFG,2009 ,20.585,40.403,17.527,-6.811,-9.836,Not available,-1.779,41.587
Afghanistan,512,AFG,2010 ,8.438,44.323,5.431,2.179,10.246,Not available,0.922,29.43
Afghanistan,512,AFG,2011 ,6.479,48.18,3.234,11.804,9.312,Not available,-0.672,26.574
Afghanistan,512,AFG,2012 ,13.968,55.963,10.299,6.441,5.875,Not available,0.182,10.864
Afghanistan,512,AFG,2013 ,5.683,60.181,2.236,7.386,7.241,Not available,-0.631,1.444
Afghanistan,512,AFG,2014 ,2.697,62.948,-0.521,4.674,1.487,Not available,-1.719,6.549
Afghanistan,512,AFG,2015 ,0.988,64.231,-1.941,-0.662,1.131,Not available,-1.378,3.709
Afghanistan,512,AFG,2016 ,2.164,66.301,-0.547,4.384,4.588,Not available,0.118,8.375
Afghanistan,512,AFG,2017 ,2.889,69.501,0.358,4.976,3.041,Not available,-0.63,7.087
Afghanistan,512,AFG,2018 ,2.664,73.091,1.268,0.626,0.755,Not available,1.502,12.986
Afghanistan,512,AFG,2019 ,3.037,76.624,1.654,2.302,2.773,Not available,-0.983,8.591
Afghanistan,512,AFG,2020 ,-3.007,74.792,-4.291,4.711,4.5,Not available,-4,4.898
Afghanistan,512,AFG,2021 ,4.495,79.678,3.063,4.451,5,Not available,-2.007,5.753
Albania,914,ALB,1980 ,2.684,5.563,0.602,n/a,n/a,5.028,n/a,0.054
Albania,914,ALB,1981 ,5.7,6.437,3.604,n/a,n/a,4.224,n/a,-0.455
Albania,914,ALB,1982 ,2.9,7.033,0.748,n/a,n/a,2.813,n/a,-2.264
Albania,914,ALB,1983 ,1.1,7.388,-1.022,n/a,n/a,3.335,n/a,-1.583
Albania,914,ALB,1984 ,2,7.808,-0.124,n/a,n/a,4.41,n/a,-1.316
Albania,914,ALB,1985 ,-1.5,7.934,-3.504,n/a,n/a,5.853,n/a,-1.158
Albania,914,ALB,1986 ,5.6,8.547,3.578,n/a,n/a,5.43,n/a,0.057
Albania,914,ALB,1987 ,-0.8,8.689,-2.761,n/a,n/a,5.164,n/a,0.265
Albania,914,ALB,1988 ,-1.4,8.869,-3.243,n/a,n/a,6.033,n/a,-0.986
Albania,914,ALB,1989 ,9.8,10.12,6.888,n/a,n/a,6.721,n/a,-2.691
Albania,914,ALB,1990 ,-10,9.449,-11.605,-0.18,--,8.457,n/a,-4.313
Albania,914,ALB,1991 ,-28,7.033,-27.565,35.717,104.047,8.9,n/a,-12.368
Albania,914,ALB,1992 ,-7.2,6.676,-6.636,225.996,236.58,26.5,n/a,-8.185
Albania,914,ALB,1993 ,9.6,7.49,10.271,85.005,30.941,22.3,n/a,1.674
Albania,914,ALB,1994 ,9.4,8.369,10.074,22.565,15.818,18.4,n/a,-3.706
Albania,914,ALB,1995 ,8.9,9.305,9.575,7.794,6.015,12.9,n/a,-1.968
Albania,914,ALB,1996 ,9.1,10.338,9.78,12.734,17.402,12.3,n/a,-7.894
Albania,914,ALB,1997 ,-10.924,9.367,-10.365,33.167,42.073,14.9,-11.902,-13.047
Albania,914,ALB,1998 ,8.829,10.309,9.516,20.646,8.686,17.7,-9.926,-6.944
Albania,914,ALB,1999 ,12.891,11.806,13.608,0.389,-1.029,18.4,-8.841,-1.946
Albania,914,ALB,2000 ,6.946,12.908,7.63,0.039,4.205,16.8,-7.772,-7.07
Albania,914,ALB,2001 ,8.293,14.285,9.314,3.12,3.527,16.44,-6.837,-6.315
Albania,914,ALB,2002 ,4.537,15.169,4.851,5.202,1.681,15.751,-6.212,-10.179
Albania,914,ALB,2003 ,5.529,16.305,5.924,2.363,3.298,15,-5.006,-7.695
Albania,914,ALB,2004 ,5.515,17.668,5.957,2.867,2.204,14.4,-5.163,-5.849
Albania,914,ALB,2005 ,5.526,19.225,6.068,2.363,2.038,14.1,-3.458,-9.106
Albania,914,ALB,2006 ,5.903,20.976,6.573,2.37,2.513,13.8,-3.263,-6.656
Albania,914,ALB,2007 ,5.983,22.828,6.787,2.96,3.027,13.4,-3.179,-10.58
Albania,914,ALB,2008 ,7.5,25.017,8.328,3.31,2.215,13.1,-4.884,-15.768
Albania,914,ALB,2009 ,3.354,26.054,4.053,2.231,3.501,13.8,-6.586,-15.383
Albania,914,ALB,2010 ,3.707,27.334,4.223,3.615,3.495,14,-3.52,-11.321
Albania,914,ALB,2011 ,2.545,28.616,2.822,3.443,1.743,14,-3.516,-12.917
Albania,914,ALB,2012 ,1.418,29.578,1.585,2.036,2.463,13.4,-3.441,-10.202
Albania,914,ALB,2013 ,1.002,30.398,1.187,1.925,1.776,15.9,-5.215,-9.253
Albania,914,ALB,2014 ,1.774,31.51,1.985,1.613,0.719,17.5,-5.458,-10.797
Albania,914,ALB,2015 ,2.219,32.545,2.517,1.868,1.937,17.1,-4.054,-8.609
Albania,914,ALB,2016 ,3.315,33.972,3.48,1.282,2.176,15.2,-1.762,-7.572
Albania,914,ALB,2017 ,3.802,35.928,3.898,1.987,1.798,13.7,-1.392,-7.492
Albania,914,ALB,2018 ,4.071,38.301,4.328,2.029,1.799,12.3,-1.346,-6.758
Albania,914,ALB,2019 ,2.214,39.832,2.095,1.411,1.15,12,-1.957,-7.621
Albania,914,ALB,2020 ,-5.006,38.078,-4.854,2.39,2.6,11.8,-5.393,-11.226
Albania,914,ALB,2021 ,8,41.926,8.173,2.75,2.9,11.5,-3.066,-8.11
Algeria,612,DZA,1980 ,-5.4,86.89,-8.248,9.668,14.143,15.789,n/a,0.571
Algeria,612,DZA,1981 ,3,97.964,-0.104,14.61,6.632,15.385,n/a,-0.472
Algeria,612,DZA,1982 ,6.4,110.674,3.09,6.593,5.251,15,n/a,-0.973
Algeria,612,DZA,1983 ,5.4,121.219,2.05,7.835,12.695,14.286,n/a,-0.179
Algeria,612,DZA,1984 ,5.6,132.626,2.314,6.31,10.662,16.536,n/a,0.144
Algeria,612,DZA,1985 ,5.6,144.483,0.724,10.432,12.458,16.901,n/a,1.66
Algeria,612,DZA,1986 ,-0.2,147.097,-2.826,14.007,11.891,18.356,n/a,-3.623
Algeria,612,DZA,1987 ,-0.7,149.68,-3.246,5.857,3.168,20.056,n/a,0.223
Algeria,612,DZA,1988 ,-1.9,152.014,-4.749,5.938,8.637,21.801,n/a,-3.678
Algeria,612,DZA,1989 ,4.8,165.557,2.254,9.172,10.718,18.1,n/a,-1.965
Algeria,612,DZA,1990 ,0.8,173.127,-0.497,9.272,47.373,19.757,3.185,2.181
Algeria,612,DZA,1991 ,-1.2,176.834,-3.593,25.9,25.9,20.263,3.801,5.121
Algeria,612,DZA,1992 ,1.6,183.759,-0.829,31.7,31.7,21.368,0.751,2.621
Algeria,612,DZA,1993 ,-2.102,184.157,-4.37,20.5,20.5,23.152,-5.916,1.589
Algeria,612,DZA,1994 ,-0.9,186.397,-3.07,29,29,24.362,-1.865,-4.334
Algeria,612,DZA,1995 ,3.848,197.627,1.76,29.8,29.8,28.105,0.587,-5.318
Algeria,612,DZA,1996 ,3.8,208.893,1.961,18.7,18.7,27.986,3.912,2.658
Algeria,612,DZA,1997 ,1.1,214.833,-0.567,5.7,5.7,27.961,2.93,7.161
Algeria,612,DZA,1998 ,5.098,228.326,3.452,4.95,4.95,28.021,-3.576,-1.888
Algeria,612,DZA,1999 ,3.2,239.035,1.623,2.6,2.6,29.293,-1.895,0.041
Algeria,612,DZA,2000 ,3.8,253.664,1.959,0.3,0.3,29.496,9.701,16.699
Algeria,612,DZA,2001 ,3,267.004,1.509,4.2,4.2,27.306,3.74,12.896
Algeria,612,DZA,2002 ,5.6,286.417,4.054,1.43,2.1,25.664,1.164,7.68
Algeria,612,DZA,2003 ,7.2,312.741,5.616,4.259,5.563,23.716,4.876,12.979
Algeria,612,DZA,2004 ,4.3,334.97,2.75,3.972,2.19,17.656,5.259,13.028
Algeria,612,DZA,2005 ,5.9,365.782,4.324,1.382,1.226,15.265,13.631,20.526
Algeria,612,DZA,2006 ,1.684,383.2,0.172,2.315,3.839,12.512,13.961,24.738
Algeria,612,DZA,2007 ,3.373,406.767,1.825,3.674,4.803,13.793,6.598,22.671
Algeria,612,DZA,2008 ,2.36,424.465,0.191,4.855,4.863,11.343,9.616,20.146
Algeria,612,DZA,2009 ,1.632,434.682,-0.319,5.743,5.753,10.167,-5.807,0.3
Algeria,612,DZA,2010 ,3.616,455.649,1.571,3.913,2.725,9.961,-0.038,7.541
Algeria,612,DZA,2011 ,2.823,478.3,0.754,4.5,5.16,9.971,-0.104,9.889
Algeria,612,DZA,2012 ,3.391,504.004,1.246,8.916,9.035,10.969,-4.435,5.88
Algeria,612,DZA,2013 ,2.8,527.206,0.647,3.255,1.148,9.829,-0.4,0.398
Algeria,612,DZA,2014 ,3.8,557.368,1.632,2.917,5.253,10.6,-7.3,-4.413
Algeria,612,DZA,2015 ,3.7,584.008,1.497,4.784,4.362,11.214,-15.267,-16.442
Algeria,612,DZA,2016 ,3.2,608.937,0.994,6.398,6.957,10.498,-13.051,-16.542
Algeria,612,DZA,2017 ,1.3,628.47,-0.849,5.591,4.933,11.709,-6.647,-13.187
Algeria,612,DZA,2018 ,1.4,652.795,-0.641,4.27,2.702,11.731,-4.468,-9.615
Algeria,612,DZA,2019 ,0.7,668.827,-1.232,1.952,2.434,11.383,-5.081,-9.609
Algeria,612,DZA,2020 ,-5.157,638.363,-6.907,3.5,3.3,15.091,-14.952,-18.278
Algeria,612,DZA,2021 ,6.231,691.364,4.351,3.7,4,13.909,-10.102,-17.057
Angola,614,AGO,1980 ,2.406,10.31,9.684,46.708,n/a,Not available,n/a,1.051
Angola,614,AGO,1981 ,-4.4,10.789,-6.916,1.391,1.833,Not available,n/a,-2.947
Angola,614,AGO,1982 ,--,11.456,-2.577,1.833,1.833,Not available,n/a,-7.958
Angola,614,AGO,1983 ,4.2,12.404,1.542,1.833,1.833,Not available,n/a,-5.549
Angola,614,AGO,1984 ,6,13.623,3.27,1.833,1.833,Not available,n/a,-2.488
Angola,614,AGO,1985 ,3.5,14.546,-8.151,1.833,1.833,Not available,n/a,2.306
Angola,614,AGO,1986 ,2.9,15.269,0.042,1.833,1.833,Not available,n/a,-3.827
Angola,614,AGO,1987 ,4.083,16.285,1.489,1.833,1.833,Not available,n/a,4.939
Angola,614,AGO,1988 ,6.129,17.893,3.33,1.833,1.833,Not available,n/a,-4.777
Angola,614,AGO,1989 ,0.042,18.602,-2.629,1.833,1.833,Not available,n/a,-1.156
Angola,614,AGO,1990 ,-3.45,18.633,-5.96,1.833,1.833,Not available,n/a,-1.873
Angola,614,AGO,1991 ,12.084,21.59,8.819,85.265,175.72,Not available,n/a,-4.756
Angola,614,AGO,1992 ,11.403,24.601,8.158,299.097,495.793,Not available,n/a,-7.821
Angola,614,AGO,1993 ,10.969,27.946,7.737,"1,379.48","1,837.87",Not available,n/a,-9.804
Angola,614,AGO,1994 ,10.511,31.543,7.292,949.771,971.954,Not available,n/a,-6.843
Angola,614,AGO,1995 ,10.364,35.541,7.149,"2,672.23","3,783.92",Not available,n/a,-4.761
Angola,614,AGO,1996 ,11.208,40.249,7.969,"4,146.01","1,650.83",Not available,5.907,40.863
Angola,614,AGO,1997 ,7.274,43.921,4.15,221.492,149.621,Not available,-0.304,-9.412
Angola,614,AGO,1998 ,4.691,46.499,1.642,107.429,134.809,Not available,-6.709,-23.462
Angola,614,AGO,1999 ,2.181,48.199,-0.795,248.248,329.001,Not available,-10.645,-22.728
Angola,614,AGO,2000 ,3.055,50.782,0.053,325.029,268.35,Not available,2.289,7.125
Angola,614,AGO,2001 ,4.206,54.078,1.171,152.586,116.068,Not available,3.176,-13.092
Angola,614,AGO,2002 ,13.666,62.441,10.355,108.893,105.59,Not available,-2.542,-0.982
Angola,614,AGO,2003 ,2.99,65.502,-0.01,98.219,76.56,Not available,-4.685,-4.04
Angola,614,AGO,2004 ,10.953,74.633,7.721,43.525,31.013,Not available,1.184,2.892
Angola,614,AGO,2005 ,15.029,88.524,11.679,22.961,18.53,Not available,7.17,13.897
Angola,614,AGO,2006 ,11.548,101.734,8.299,13.305,12.207,Not available,9.423,20.408
Angola,614,AGO,2007 ,14.01,119.104,10.689,12.249,11.776,Not available,4.312,16.212
Angola,614,AGO,2008 ,11.166,134.978,7.928,12.465,13.17,Not available,-4.235,8.126
Angola,614,AGO,2009 ,0.859,137.175,-2.079,13.721,13.987,Not available,-7.897,-10.769
Angola,614,AGO,2010 ,4.859,145.516,1.805,14.48,15.322,Not available,3.395,8.957
Angola,614,AGO,2011 ,3.472,153.714,0.458,13.484,11.376,Not available,8.081,11.705
Angola,614,AGO,2012 ,8.542,170.045,5.381,10.285,9.042,Not available,4.131,10.818
Angola,614,AGO,2013 ,4.955,181.601,1.898,8.782,7.687,Not available,-0.304,6.107
Angola,614,AGO,2014 ,4.823,193.882,1.77,7.298,7.498,Not available,-5.72,-2.572
Angola,614,AGO,2015 ,0.944,197.749,-2.007,9.159,12.091,Not available,-2.917,-8.841
Angola,614,AGO,2016 ,-2.58,194.641,-5.492,30.694,41.125,Not available,-4.52,-4.794
Angola,614,AGO,2017 ,-0.15,198.009,-3.224,29.844,23.667,Not available,-6.304,-0.518
Angola,614,AGO,2018 ,-1.2,200.4,-4.151,19.629,18.604,Not available,2.189,6.99
Angola,614,AGO,2019 ,-1.503,200.83,-4.371,17.079,16.893,Not available,0.695,2.899
Angola,614,AGO,2020 ,-1.374,199.329,-4.246,20.719,20.979,Not available,-5.978,-6.719
Angola,614,AGO,2021 ,2.644,208.589,-0.346,22.282,23.981,Not available,-2.482,-3.017
Antigua and,311,ATG,1980 ,8.161,0.268,8.549,18.999,17.71,Not available,n/a,n/a
Antigua and,311,ATG,1981 ,3.815,0.304,4.635,11.465,7.16,Not available,n/a,n/a
Antigua and,311,ATG,1982 ,-0.084,0.323,1.075,4.17,2.617,Not available,n/a,n/a
Antigua and,311,ATG,1983 ,5.364,0.353,6.902,2.346,3.114,Not available,n/a,n/a
Antigua and,311,ATG,1984 ,10.165,0.403,11.969,3.844,3.219,Not available,n/a,n/a
Antigua and,311,ATG,1985 ,7.644,0.448,9.476,0.996,-0.721,Not available,n/a,n/a
Antigua and,311,ATG,1986 ,11.494,0.509,13.459,0.5,1.967,Not available,n/a,n/a
Antigua and,311,ATG,1987 ,6.626,0.556,8.509,3.602,5.822,Not available,n/a,n/a
Antigua and,311,ATG,1988 ,5.213,0.606,6.805,6.8,5.518,Not available,n/a,n/a
Antigua and,311,ATG,1989 ,5.252,0.663,6.222,4.362,4.88,Not available,n/a,n/a
Antigua and,311,ATG,1990 ,3.012,0.708,3.113,6.591,7.861,Not available,0.128,n/a
Antigua and,311,ATG,1991 ,2.177,0.748,1.348,4.518,3.206,Not available,-4.094,n/a
Antigua and,311,ATG,1992 ,1.158,0.774,-0.471,3,2.862,Not available,-0.854,n/a
Antigua and,311,ATG,1993 ,5.28,0.834,2.953,3.1,-0.545,Not available,-2.585,n/a
Antigua and,311,ATG,1994 ,6.676,0.909,3.98,6.485,0.123,Not available,-4.595,n/a
Antigua and,311,ATG,1995 ,-4.359,0.888,-6.877,2.737,-1.265,Not available,-4.152,n/a
Antigua and,311,ATG,1996 ,6.605,0.963,3.727,2.965,3.187,Not available,-1.727,n/a
Antigua and,311,ATG,1997 ,5.471,1.034,2.57,0.362,-1.124,Not available,0,n/a
Antigua and,311,ATG,1998 ,4.731,1.095,1.945,3.262,4.66,Not available,-1.758,n/a
Antigua and,311,ATG,1999 ,3.708,1.152,1.205,1.135,1.098,Not available,-3.355,n/a
Antigua and,311,ATG,2000 ,6.692,1.256,4.484,-0.162,0.432,Not available,-4.887,n/a
Antigua and,311,ATG,2001 ,-4.954,1.22,-6.548,1.935,0.935,Not available,-9.401,n/a
Antigua and,311,ATG,2002 ,1.024,1.252,-0.054,2.408,2.55,Not available,-9.734,n/a
Antigua and,311,ATG,2003 ,6.058,1.353,4.926,1.994,1.809,Not available,-8.113,n/a
Antigua and,311,ATG,2004 ,5.736,1.469,4.608,2.03,2.756,Not available,-4.354,n/a
Antigua and,311,ATG,2005 ,6.412,1.612,5.276,2.099,2.543,Not available,-4.806,n/a
Antigua and,311,ATG,2006 ,12.729,1.872,11.525,1.788,0.009,Not available,-7.464,n/a
Antigua and,311,ATG,2007 ,9.259,2.1,8.093,1.416,5.23,Not available,-5.647,n/a
Antigua and,311,ATG,2008 ,-0.03,2.14,-1.097,5.334,0.728,Not available,-5.368,n/a
Antigua and,311,ATG,2009 ,-12.108,1.896,-13.046,-0.55,2.399,Not available,-17.895,n/a
Antigua and,311,ATG,2010 ,-7.574,1.772,-8.561,3.37,2.925,Not available,-0.277,n/a
Antigua and,311,ATG,2011 ,-1.959,1.774,-2.972,3.457,4.044,Not available,-3.497,n/a
Antigua and,311,ATG,2012 ,3.372,1.869,1.807,3.377,1.839,Not available,-1.108,n/a
Antigua and,311,ATG,2013 ,-0.601,1.89,-2.106,1.059,1.059,Not available,-4.296,n/a
Antigua and,311,ATG,2014 ,3.797,1.998,2.225,1.089,1.327,Not available,-2.87,0.267
Antigua and,311,ATG,2015 ,3.824,2.097,2.252,0.969,0.9,Not available,-2.6,2.194
Antigua and,311,ATG,2016 ,5.498,2.235,3.901,-0.489,-1.121,Not available,-0.145,-2.428
Antigua and,311,ATG,2017 ,3.145,2.348,1.584,2.432,2.356,Not available,-2.841,-7.834
Antigua and,311,ATG,2018 ,7.389,2.583,5.763,1.21,1.741,Not available,-3.1,-13.638
Antigua and,311,ATG,2019 ,5.264,2.767,3.696,1.38,1.574,Not available,-3.725,-7.479
Antigua and,311,ATG,2020 ,-9.998,2.506,-11.321,1.443,1.348,Not available,-9.46,-25.567
Antigua and,311,ATG,2021 ,7.959,2.758,6.397,1.685,2.008,Not available,-5.635,-25.269
Argentina,213,ARG,1980 ,0.7,177.139,-0.764,n/a,n/a,3,n/a,-1.136
Argentina,213,ARG,1981 ,-5.744,182.761,-7.4,n/a,n/a,5,n/a,-3.109
Argentina,213,ARG,1982 ,-3.149,187.943,-4.755,n/a,n/a,4.5,n/a,-3.193
Argentina,213,ARG,1983 ,3.733,202.595,2.284,n/a,n/a,5,n/a,-2.161
Argentina,213,ARG,1984 ,2,214.104,0.291,n/a,n/a,5,n/a,-1.971
Argentina,213,ARG,1985 ,-6.951,205.522,-8.515,n/a,n/a,6.25,n/a,-0.996
Argentina,213,ARG,1986 ,7.146,224.641,5.786,n/a,n/a,6.3,n/a,-2.487
Argentina,213,ARG,1987 ,2.529,236.018,1.374,n/a,n/a,6,n/a,-3.593
Argentina,213,ARG,1988 ,-1.957,239.561,-3.141,n/a,n/a,6.5,n/a,-1.139
Argentina,213,ARG,1989 ,-7.007,231.51,-8.145,n/a,n/a,8,n/a,1.236
Argentina,213,ARG,1990 ,-1.338,236.961,-3.37,n/a,n/a,7.6,n/a,3.045
Argentina,213,ARG,1991 ,10.498,270.693,9.023,n/a,n/a,6.48,n/a,-0.209
Argentina,213,ARG,1992 ,10.299,305.378,8.814,n/a,n/a,7.112,n/a,-2.608
Argentina,213,ARG,1993 ,6.251,332.154,4.693,n/a,n/a,11.606,-0.025,-3.137
Argentina,213,ARG,1994 ,5.83,359.023,4.488,n/a,n/a,13.348,-1.289,-3.934
Argentina,213,ARG,1995 ,-2.845,356.122,-4.035,n/a,n/a,18.904,-2.137,-1.822
Argentina,213,ARG,1996 ,5.527,382.685,4.278,n/a,n/a,18.76,-2.898,-2.425
Argentina,213,ARG,1997 ,8.111,420.859,6.87,n/a,n/a,16.808,-1.895,-3.87
Argentina,213,ARG,1998 ,3.85,441.982,2.694,0.925,0.664,14.789,-1.884,-4.515
Argentina,213,ARG,1999 ,-3.385,433.185,-4.429,-1.167,-1.81,16.061,-3.817,-3.931
Argentina,213,ARG,2000 ,-0.789,439.374,-1.828,-0.939,-0.734,17.134,-3.519,-2.964
Argentina,213,ARG,2001 ,-4.409,429.214,-5.367,-1.065,-1.544,19.209,-5.524,-1.355
Argentina,213,ARG,2002 ,-10.894,388.504,-11.748,25.869,40.953,22.45,-1.976,7.929
Argentina,213,ARG,2003 ,8.955,431.157,7.937,13.443,3.656,17.25,1.548,5.774
Argentina,213,ARG,2004 ,8.911,482.22,7.896,4.416,6.101,13.625,3.967,1.798
Argentina,213,ARG,2005 ,8.852,541.253,7.819,9.642,12.327,11.575,3.341,2.473
Argentina,213,ARG,2006 ,8.047,602.507,6.998,10.898,9.841,10.175,1.65,2.791
Argentina,213,ARG,2007 ,9.008,674.423,7.939,8.83,8.468,8.475,0.757,2.1
Argentina,213,ARG,2008 ,4.057,715.435,3.038,8.585,7.238,7.875,0.352,1.492
Argentina,213,ARG,2009 ,-5.919,678.224,-6.83,6.27,7.695,8.675,-1.83,2.167
Argentina,213,ARG,2010 ,10.125,755.6,8.36,10.461,10.923,7.75,-1.393,-0.382
Argentina,213,ARG,2011 ,6.004,817.698,4.789,9.775,9.508,7.15,-2.746,-1.012
Argentina,213,ARG,2012 ,-1.026,824.828,-2.145,10.043,10.842,7.2,-3.018,-0.369
Argentina,213,ARG,2013 ,2.405,859.487,1.266,10.619,10.946,7.075,-3.254,-2.146
Argentina,213,ARG,2014 ,-2.513,853.398,-3.579,n/a,23.915,7.25,-4.252,-1.628
Argentina,213,ARG,2015 ,2.731,885.833,1.63,n/a,n/a,6.533,-6.001,-2.743
Argentina,213,ARG,2016 ,-2.08,876.387,-3.11,n/a,n/a,8.467,-6.655,-2.713
Argentina,213,ARG,2017 ,2.669,916.719,1.609,25.675,24.796,8.35,-6.703,-4.843
Argentina,213,ARG,2018 ,-2.482,915.749,-3.467,34.277,47.646,9.2,-5.493,-5.247
Argentina,213,ARG,2019 ,-2.163,911.562,-3.132,53.548,53.832,9.825,-3.869,-0.771
Argentina,213,ARG,2020 ,-5.719,864.887,-6.653,n/a,n/a,10.903,n/a,n/a
Argentina,213,ARG,2021 ,4.448,920.972,3.414,n/a,n/a,10.084,n/a,n/a
Armenia,911,ARM,1980 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1981 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1982 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1983 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1984 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1985 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1986 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1987 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1988 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1989 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1990 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1991 ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Armenia,911,ARM,1992 ,n/a,4.908,n/a,n/a,n/a,n/a,n/a,-46.28
Armenia,911,ARM,1993 ,-14.054,4.318,-12.014,"3,731.80","10,896.20",n/a,n/a,-5.993
Armenia,911,ARM,1994 ,5.4,4.649,7.963,"5,273.45","1,884.55",n/a,n/a,3.804
Armenia,911,ARM,1995 ,8.033,5.127,10.381,176.743,31.935,n/a,n/a,-16.972
Armenia,911,ARM,1996 ,5.169,5.491,6.828,18.653,5.809,n/a,n/a,-18.202
Armenia,911,ARM,1997 ,3.387,5.775,4.375,14.046,21.876,n/a,n/a,-19.315
Armenia,911,ARM,1998 ,6.271,6.206,7.296,8.673,-1.298,n/a,n/a,-21.993
Armenia,911,ARM,1999 ,3.17,6.496,3.838,0.648,2.048,n/a,n/a,-16.936
Armenia,911,ARM,2000 ,5.853,7.029,6.196,-0.791,0.385,n/a,n/a,-15.78
Armenia,911,ARM,2001 ,9.468,7.864,10.184,3.146,2.867,38.4,n/a,-10.44
Armenia,911,ARM,2002 ,14.807,9.171,15.183,1.79,2.846,35.3,n/a,-6.219
Armenia,911,ARM,2003 ,14.052,10.654,14.427,4.543,7.44,31.2,n/a,-6.181
Armenia,911,ARM,2004 ,10.473,12.087,10.837,5.928,1.719,31.6,n/a,-2.204
Armenia,911,ARM,2005 ,14.113,14.222,14.872,0.717,0.424,31.2,-1.976,-2.529
Armenia,911,ARM,2006 ,13.198,16.586,13.575,3.433,5.356,27.8,-1.95,-2.395
Armenia,911,ARM,2007 ,13.749,19.374,14.13,4.553,6.684,28.7,-2.334,-7.357
